Image,PixelCount,MeanTb,MinTb,MedianTb,CenterX,CenterY,MinRadius,MaxRadius,MeanRadius,CloudTopHeight
dummy_image_0.png,1,72.0,72.0,72.0,32.0,40.0,0.0,0.0,0.0,43.6
dummy_image_0.png,38,42.16,0.0,37.5,41.16,43.95,0.84,6.54,3.06,58.0
dummy_image_0.png,1,83.0,83.0,83.0,55.0,40.0,0.0,0.0,0.0,41.4
dummy_image_0.png,6,66.0,27.0,71.5,60.67,41.83,0.37,1.95,1.18,52.6
dummy_image_0.png,1,81.0,81.0,81.0,20.0,41.0,0.0,0.0,0.0,41.8
dummy_image_0.png,18,36.17,2.0,28.5,24.67,43.72,0.43,3.81,2.08,57.6
dummy_image_0.png,1,42.0,42.0,42.0,25.0,41.0,0.0,0.0,0.0,49.6
dummy_image_0.png,2,77.0,64.0,77.0,33.5,41.0,0.5,0.5,0.5,45.2
dummy_image_0.png,1,61.0,61.0,61.0,39.0,41.0,0.0,0.0,0.0,45.8
dummy_image_0.png,6,45.67,4.0,37.5,53.0,42.5,0.5,1.5,1.04,57.2
dummy_image_0.png,1,90.0,90.0,90.0,62.0,41.0,0.0,0.0,0.0,40.0
dummy_image_0.png,2,17.5,17.0,17.5,1.0,42.5,0.5,0.5,0.5,54.6
dummy_image_0.png,3,40.33,6.0,50.0,4.0,43.0,0.0,1.0,0.67,56.8
dummy_image_0.png,11,47.82,0.0,59.0,6.91,43.91,0.91,2.28,1.55,58.0
dummy_image_0.png,1,91.0,91.0,91.0,10.0,42.0,0.0,0.0,0.0,39.8
dummy_image_0.png,4,68.25,51.0,67.0,30.75,43.25,0.35,1.27,0.87,47.8
dummy_image_0.png,1,36.0,36.0,36.0,35.0,42.0,0.0,0.0,0.0,50.8
dummy_image_0.png,1,42.0,42.0,42.0,38.0,42.0,0.0,0.0,0.0,49.6
dummy_image_0.png,2,37.5,0.0,37.5,55.5,42.0,0.5,0.5,0.5,58.0
dummy_image_0.png,1,26.0,26.0,26.0,49.0,43.0,0.0,0.0,0.0,52.8
dummy_image_0.png,3,65.33,53.0,53.0,10.67,44.33,0.47,0.75,0.65,47.4
dummy_image_0.png,1,81.0,81.0,81.0,17.0,44.0,0.0,0.0,0.0,41.8
dummy_image_0.png,1,29.0,29.0,29.0,19.0,44.0,0.0,0.0,0.0,52.2
dummy_image_0.png,1,65.0,65.0,65.0,51.0,44.0,0.0,0.0,0.0,45.0
dummy_image_0.png,30,45.87,2.0,48.5,2.43,49.27,0.85,4.91,3.06,57.6
dummy_image_0.png,1,92.0,92.0,92.0,9.0,45.0,0.0,0.0,0.0,39.6
dummy_image_0.png,1,9.0,9.0,9.0,13.0,45.0,0.0,0.0,0.0,56.2
dummy_image_0.png,3,49.33,4.0,65.0,20.67,45.33,0.47,0.75,0.65,57.2
dummy_image_0.png,2,58.5,37.0,58.5,49.0,45.5,0.5,0.5,0.5,50.6
dummy_image_0.png,6,40.0,7.0,36.0,52.67,46.0,0.33,1.67,1.14,56.6
dummy_image_0.png,1,39.0,39.0,39.0,55.0,45.0,0.0,0.0,0.0,50.2
dummy_image_0.png,7,61.14,3.0,70.0,59.0,45.57,0.43,2.08,1.17,57.4
dummy_image_0.png,1,86.0,86.0,86.0,62.0,45.0,0.0,0.0,0.0,40.8
dummy_image_0.png,2,71.5,52.0,71.5,14.0,46.5,0.5,0.5,0.5,47.6
dummy_image_0.png,7,37.71,12.0,33.0,17.29,46.71,0.4,1.86,1.16,55.6
dummy_image_0.png,13,43.08,4.0,43.0,29.15,47.54,0.49,2.22,1.49,57.2
dummy_image_0.png,6,49.5,1.0,42.5,33.83,46.67,0.69,1.57,1.13,57.8
dummy_image_0.png,1,44.0,44.0,44.0,43.0,46.0,0.0,0.0,0.0,49.2
dummy_image_0.png,2,46.0,1.0,46.0,45.5,46.0,0.5,0.5,0.5,57.8
dummy_image_0.png,1,55.0,55.0,55.0,56.0,46.0,0.0,0.0,0.0,47.0
dummy_image_0.png,1,86.0,86.0,86.0,63.0,46.0,0.0,0.0,0.0,40.8
dummy_image_0.png,1,71.0,71.0,71.0,12.0,47.0,0.0,0.0,0.0,43.8
dummy_image_0.png,4,46.75,13.0,45.0,23.0,47.5,0.5,1.12,0.81,55.4
dummy_image_0.png,1,3.0,3.0,3.0,44.0,47.0,0.0,0.0,0.0,57.4
dummy_image_0.png,2,65.5,44.0,65.5,47.5,47.0,0.5,0.5,0.5,49.2
dummy_image_0.png,10,45.0,16.0,43.0,56.7,48.8,0.36,2.95,1.66,54.8
dummy_image_0.png,1,77.0,77.0,77.0,62.0,47.0,0.0,0.0,0.0,42.6
dummy_image_0.png,4,55.0,4.0,62.5,9.75,48.25,0.35,1.27,0.87,57.2
dummy_image_0.png,3,55.0,40.0,54.0,20.33,48.33,0.47,0.75,0.65,50.0
dummy_image_0.png,1,91.0,91.0,91.0,39.0,48.0,0.0,0.0,0.0,39.8
dummy_image_0.png,2,47.0,37.0,47.0,43.0,48.5,0.5,0.5,0.5,50.6
dummy_image_0.png,4,54.25,17.0,58.0,50.25,48.25,0.35,1.27,0.87,54.6
dummy_image_0.png,1,43.0,43.0,43.0,7.0,49.0,0.0,0.0,0.0,49.4
dummy_image_0.png,1,45.0,45.0,45.0,12.0,49.0,0.0,0.0,0.0,49.0
dummy_image_0.png,1,77.0,77.0,77.0,14.0,49.0,0.0,0.0,0.0,42.6
dummy_image_0.png,2,44.0,19.0,44.0,22.0,49.5,0.5,0.5,0.5,54.2
dummy_image_0.png,3,73.0,66.0,68.0,35.33,49.67,0.47,0.75,0.65,44.8
dummy_image_0.png,4,33.25,2.0,21.0,46.0,49.5,0.5,1.12,0.81,57.6
dummy_image_0.png,1,50.0,50.0,50.0,61.0,49.0,0.0,0.0,0.0,48.0
dummy_image_0.png,1,23.0,23.0,23.0,63.0,49.0,0.0,0.0,0.0,53.4
dummy_image_0.png,1,0.0,0.0,0.0,4.0,50.0,0.0,0.0,0.0,58.0
dummy_image_0.png,4,39.5,3.0,34.0,16.0,50.5,0.5,1.12,0.81,57.4
dummy_image_0.png,1,25.0,25.0,25.0,25.0,50.0,0.0,0.0,0.0,53.0
dummy_image_0.png,1,18.0,18.0,18.0,31.0,50.0,0.0,0.0,0.0,54.4
dummy_image_0.png,6,38.5,8.0,43.5,38.33,50.83,0.37,1.34,0.95,56.4
dummy_image_0.png,2,60.0,22.0,60.0,41.5,50.0,0.5,0.5,0.5,53.6
dummy_image_0.png,1,30.0,30.0,30.0,49.0,50.0,0.0,0.0,0.0,52.0
dummy_image_0.png,9,50.33,2.0,52.0,53.44,51.89,0.46,2.56,1.6,57.6
dummy_image_0.png,5,74.6,45.0,79.0,13.0,52.0,0.0,1.0,0.8,49.0
dummy_image_0.png,12,34.25,1.0,30.5,18.58,52.75,0.49,2.75,1.64,57.8
dummy_image_0.png,3,47.0,5.0,64.0,23.33,51.67,0.47,0.75,0.65,57.0
dummy_image_0.png,24,40.21,0.0,39.5,30.75,53.21,0.33,6.39,3.24,58.0
dummy_image_0.png,9,45.33,1.0,35.0,43.22,52.22,0.31,2.35,1.47,57.8
dummy_image_0.png,2,81.5,72.0,81.5,47.5,51.0,0.5,0.5,0.5,43.6
dummy_image_0.png,15,57.67,18.0,60.0,59.13,53.07,1.07,3.63,2.01,54.4
dummy_image_0.png,1,49.0,49.0,49.0,8.0,52.0,0.0,0.0,0.0,48.2
dummy_image_0.png,4,48.75,34.0,49.5,9.5,54.0,0.5,1.12,0.81,51.2
dummy_image_0.png,1,20.0,20.0,20.0,11.0,53.0,0.0,0.0,0.0,54.0
dummy_image_0.png,2,76.5,66.0,76.5,25.0,53.5,0.5,0.5,0.5,44.8
dummy_image_0.png,1,26.0,26.0,26.0,7.0,54.0,0.0,0.0,0.0,52.8
dummy_image_0.png,1,66.0,66.0,66.0,12.0,54.0,0.0,0.0,0.0,44.8
dummy_image_0.png,1,46.0,46.0,46.0,21.0,54.0,0.0,0.0,0.0,48.8
dummy_image_0.png,3,34.67,0.0,28.0,23.33,54.67,0.47,0.75,0.65,58.0
dummy_image_0.png,1,75.0,75.0,75.0,39.0,54.0,0.0,0.0,0.0,43.0
dummy_image_0.png,14,47.21,0.0,42.0,45.64,56.71,0.46,2.94,1.77,58.0
dummy_image_0.png,17,55.76,13.0,56.0,50.24,57.82,0.29,3.83,2.3,55.4
dummy_image_0.png,6,48.17,7.0,60.0,53.83,54.83,0.24,1.18,0.91,56.6
dummy_image_0.png,1,15.0,15.0,15.0,63.0,54.0,0.0,0.0,0.0,55.0
dummy_image_0.png,2,60.5,38.0,60.5,0.5,55.0,0.5,0.5,0.5,50.4
dummy_image_0.png,6,47.67,1.0,53.0,18.33,56.83,0.37,2.19,1.28,57.8
dummy_image_0.png,1,66.0,66.0,66.0,30.0,55.0,0.0,0.0,0.0,44.8
dummy_image_0.png,4,68.0,30.0,72.0,42.25,56.0,0.25,1.03,0.77,52.0
dummy_image_0.png,1,72.0,72.0,72.0,62.0,55.0,0.0,0.0,0.0,43.6
dummy_image_0.png,1,85.0,85.0,85.0,4.0,56.0,0.0,0.0,0.0,41.0
dummy_image_0.png,20,41.05,0.0,32.0,8.0,59.8,1.02,4.1,2.65,58.0
dummy_image_0.png,1,3.0,3.0,3.0,9.0,56.0,0.0,0.0,0.0,57.4
dummy_image_0.png,4,53.0,26.0,55.5,15.25,56.25,0.35,1.27,0.87,52.8
dummy_image_0.png,1,86.0,86.0,86.0,28.0,56.0,0.0,0.0,0.0,40.8
dummy_image_0.png,12,44.58,2.0,51.5,35.0,57.83,0.17,2.32,1.5,57.6
dummy_image_0.png,3,76.33,38.0,92.0,38.67,56.67,0.47,0.75,0.65,50.4
dummy_image_0.png,1,40.0,40.0,40.0,11.0,57.0,0.0,0.0,0.0,50.0
dummy_image_0.png,1,22.0,22.0,22.0,22.0,57.0,0.0,0.0,0.0,53.6
dummy_image_0.png,8,47.25,0.0,39.5,29.88,57.88,0.18,2.3,1.26,58.0
dummy_image_0.png,2,53.0,36.0,53.0,55.5,57.0,0.5,0.5,0.5,50.8
dummy_image_0.png,2,40.0,7.0,40.0,60.5,57.0,0.5,0.5,0.5,56.6
dummy_image_0.png,6,50.0,28.0,48.5,1.33,59.0,0.33,1.67,1.14,52.4
dummy_image_0.png,3,64.0,41.0,70.0,12.33,58.67,0.47,0.75,0.65,49.8
dummy_image_0.png,6,70.0,50.0,74.0,14.83,59.0,0.17,1.3,0.99,48.0
dummy_image_0.png,13,55.08,1.0,66.0,20.77,60.31,0.38,2.8,1.68,57.8
dummy_image_0.png,1,86.0,86.0,86.0,23.0,58.0,0.0,0.0,0.0,40.8
dummy_image_0.png,5,49.6,4.0,64.0,25.2,58.6,0.45,1.26,0.85,57.2
dummy_image_0.png,1,7.0,7.0,7.0,41.0,58.0,0.0,0.0,0.0,56.6
dummy_image_0.png,3,40.33,4.0,49.0,39.33,59.33,0.47,0.75,0.65,57.2
dummy_image_0.png,1,24.0,24.0,24.0,55.0,59.0,0.0,0.0,0.0,53.2
dummy_image_0.png,1,71.0,71.0,71.0,58.0,59.0,0.0,0.0,0.0,43.8
dummy_image_0.png,1,61.0,61.0,61.0,62.0,59.0,0.0,0.0,0.0,45.8
dummy_image_0.png,1,66.0,66.0,66.0,28.0,60.0,0.0,0.0,0.0,44.8
dummy_image_0.png,4,30.0,14.0,18.5,37.5,61.0,0.5,1.12,0.81,55.2
dummy_image_0.png,1,81.0,81.0,81.0,42.0,60.0,0.0,0.0,0.0,41.8
dummy_image_0.png,1,62.0,62.0,62.0,44.0,60.0,0.0,0.0,0.0,45.6
dummy_image_0.png,1,1.0,1.0,1.0,54.0,60.0,0.0,0.0,0.0,57.8
dummy_image_0.png,2,80.5,76.0,80.5,60.5,60.0,0.5,0.5,0.5,42.8
dummy_image_0.png,3,85.33,80.0,86.0,0.67,61.33,0.47,0.75,0.65,42.0
dummy_image_0.png,1,46.0,46.0,46.0,16.0,61.0,0.0,0.0,0.0,48.8
dummy_image_0.png,3,34.33,7.0,29.0,25.33,61.67,0.47,0.75,0.65,56.6
dummy_image_0.png,1,0.0,0.0,0.0,27.0,61.0,0.0,0.0,0.0,58.0
dummy_image_0.png,3,36.67,8.0,42.0,34.0,62.0,0.0,1.0,0.67,56.4
dummy_image_0.png,3,21.67,3.0,10.0,40.33,61.33,0.47,0.75,0.65,57.4
dummy_image_0.png,8,55.0,4.0,60.0,52.25,62.12,0.28,1.96,1.25,57.2
dummy_image_0.png,1,56.0,56.0,56.0,55.0,61.0,0.0,0.0,0.0,46.8
dummy_image_0.png,3,49.67,3.0,47.0,12.67,62.67,0.47,0.75,0.65,57.4
dummy_image_0.png,1,25.0,25.0,25.0,23.0,62.0,0.0,0.0,0.0,53.0
dummy_image_0.png,1,54.0,54.0,54.0,28.0,62.0,0.0,0.0,0.0,47.2
dummy_image_0.png,1,80.0,80.0,80.0,31.0,62.0,0.0,0.0,0.0,42.0
dummy_image_0.png,4,35.5,14.0,34.5,42.75,62.25,0.35,1.27,0.87,55.2
dummy_image_0.png,3,55.67,13.0,73.0,56.67,62.67,0.47,0.75,0.65,55.4
dummy_image_0.png,3,32.67,15.0,25.0,60.0,62.0,0.0,1.0,0.67,55.0
dummy_image_0.png,1,86.0,86.0,86.0,63.0,62.0,0.0,0.0,0.0,40.8
dummy_image_0.png,2,29.0,2.0,29.0,3.5,63.0,0.5,0.5,0.5,57.6
dummy_image_0.png,3,43.0,2.0,58.0,16.0,63.0,0.0,1.0,0.67,57.6
dummy_image_0.png,1,98.0,98.0,98.0,22.0,63.0,0.0,0.0,0.0,38.4
dummy_image_0.png,1,29.0,29.0,29.0,29.0,63.0,0.0,0.0,0.0,52.2
dummy_image_0.png,1,85.0,85.0,85.0,32.0,63.0,0.0,0.0,0.0,41.0
dummy_image_0.png,1,33.0,33.0,33.0,37.0,63.0,0.0,0.0,0.0,51.4
dummy_image_0.png,1,88.0,88.0,88.0,39.0,63.0,0.0,0.0,0.0,40.4
dummy_image_0.png,1,69.0,69.0,69.0,46.0,63.0,0.0,0.0,0.0,44.2
dummy_image_0.png,1,9.0,9.0,9.0,48.0,63.0,0.0,0.0,0.0,56.2
dummy_image_0.png,1,18.0,18.0,18.0,62.0,63.0,0.0,0.0,0.0,54.4
dummy_image_1.png,11,62.82,23.0,66.0,0.55,2.45,0.71,2.85,1.82,53.4
dummy_image_1.png,1,51.0,51.0,51.0,5.0,0.0,0.0,0.0,0.0,47.8
dummy_image_1.png,6,58.0,2.0,65.0,8.0,0.83,0.17,1.54,0.98,57.6
dummy_image_1.png,7,28.86,2.0,22.0,11.86,1.57,0.45,1.79,1.17,57.6
dummy_image_1.png,4,44.5,12.0,39.5,16.5,0.0,0.5,1.5,1.0,55.6
dummy_image_1.png,18,33.78,2.0,35.5,23.39,2.33,0.7,3.34,2.09,57.6
dummy_image_1.png,15,45.27,4.0,41.0,28.6,2.07,0.6,3.32,1.93,57.2
dummy_image_1.png,2,49.0,12.0,49.0,31.5,0.0,0.5,0.5,0.5,55.6
dummy_image_1.png,1,74.0,74.0,74.0,38.0,0.0,0.0,0.0,0.0,43.2
dummy_image_1.png,5,49.4,11.0,53.0,40.4,1.4,0.72,1.52,1.07,55.8
dummy_image_1.png,2,48.5,31.0,48.5,46.5,0.0,0.5,0.5,0.5,51.8
dummy_image_1.png,15,51.8,5.0,45.0,54.93,0.93,0.09,5.02,2.69,57.0
dummy_image_1.png,1,41.0,41.0,41.0,59.0,0.0,0.0,0.0,0.0,49.8
dummy_image_1.png,4,29.0,12.0,28.0,62.25,0.75,0.35,1.27,0.87,55.6
dummy_image_1.png,1,39.0,39.0,39.0,3.0,1.0,0.0,0.0,0.0,50.2
dummy_image_1.png,2,46.0,24.0,46.0,34.0,1.5,0.5,0.5,0.5,53.2
dummy_image_1.png,1,69.0,69.0,69.0,49.0,1.0,0.0,0.0,0.0,44.2
dummy_image_1.png,1,76.0,76.0,76.0,5.0,2.0,0.0,0.0,0.0,42.8
dummy_image_1.png,8,41.5,0.0,42.0,18.88,2.88,0.18,1.43,1.04,58.0
dummy_image_1.png,4,51.75,6.0,52.0,44.75,3.0,0.25,1.03,0.77,56.8
dummy_image_1.png,2,25.5,24.0,25.5,47.0,2.5,0.5,0.5,0.5,53.2
dummy_image_1.png,1,78.0,78.0,78.0,52.0,2.0,0.0,0.0,0.0,42.4
dummy_image_1.png,1,14.0,14.0,14.0,6.0,3.0,0.0,0.0,0.0,55.2
dummy_image_1.png,1,49.0,49.0,49.0,14.0,3.0,0.0,0.0,0.0,48.2
dummy_image_1.png,1,74.0,74.0,74.0,16.0,3.0,0.0,0.0,0.0,43.2
dummy_image_1.png,1,25.0,25.0,25.0,33.0,3.0,0.0,0.0,0.0,53.0
dummy_image_1.png,4,68.0,23.0,75.0,35.25,3.75,0.35,1.27,0.87,53.4
dummy_image_1.png,1,98.0,98.0,98.0,42.0,3.0,0.0,0.0,0.0,38.4
dummy_image_1.png,2,51.0,51.0,51.0,54.5,3.0,0.5,0.5,0.5,47.8
dummy_image_1.png,5,35.2,8.0,27.0,61.2,4.0,0.2,1.28,0.9,56.4
dummy_image_1.png,4,52.5,1.0,57.5,3.25,5.25,0.35,1.27,0.87,57.8
dummy_image_1.png,1,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,58.0
dummy_image_1.png,4,29.0,2.0,27.5,9.0,5.5,0.5,1.5,1.0,57.6
dummy_image_1.png,4,45.75,8.0,50.0,38.25,5.0,0.25,1.03,0.77,56.4
dummy_image_1.png,1,17.0,17.0,17.0,43.0,4.0,0.0,0.0,0.0,54.6
dummy_image_1.png,1,67.0,67.0,67.0,48.0,4.0,0.0,0.0,0.0,44.6
dummy_image_1.png,2,12.5,8.0,12.5,50.0,4.5,0.5,0.5,0.5,56.4
dummy_image_1.png,5,42.2,17.0,35.0,53.4,4.6,0.57,1.65,1.04,54.6
dummy_image_1.png,2,72.0,60.0,72.0,56.5,4.0,0.5,0.5,0.5,46.0
dummy_image_1.png,4,43.5,4.0,36.0,12.25,5.75,0.35,1.27,0.87,57.2
dummy_image_1.png,1,44.0,44.0,44.0,17.0,5.0,0.0,0.0,0.0,49.2
dummy_image_1.png,1,45.0,45.0,45.0,20.0,5.0,0.0,0.0,0.0,49.0
dummy_image_1.png,1,90.0,90.0,90.0,32.0,5.0,0.0,0.0,0.0,40.0
dummy_image_1.png,3,76.0,68.0,69.0,41.33,5.33,0.47,0.75,0.65,44.4
dummy_image_1.png,7,56.71,14.0,50.0,28.71,6.71,0.4,2.39,1.38,55.2
dummy_image_1.png,1,62.0,62.0,62.0,34.0,6.0,0.0,0.0,0.0,45.6
dummy_image_1.png,4,66.75,16.0,81.0,44.5,7.0,0.5,1.12,0.81,54.8
dummy_image_1.png,6,33.83,8.0,29.0,48.33,6.67,0.47,1.7,1.12,56.4
dummy_image_1.png,1,14.0,14.0,14.0,57.0,6.0,0.0,0.0,0.0,55.2
dummy_image_1.png,6,59.67,27.0,68.5,2.0,8.83,0.17,1.83,1.09,52.6
dummy_image_1.png,1,22.0,22.0,22.0,7.0,7.0,0.0,0.0,0.0,53.6
dummy_image_1.png,2,21.0,9.0,21.0,20.0,7.5,0.5,0.5,0.5,56.2
dummy_image_1.png,2,43.5,36.0,43.5,22.0,7.5,0.5,0.5,0.5,50.8
dummy_image_1.png,1,68.0,68.0,68.0,24.0,7.0,0.0,0.0,0.0,44.4
dummy_image_1.png,5,50.8,36.0,54.0,34.8,8.6,0.45,1.61,1.0,50.8
dummy_image_1.png,2,62.5,30.0,62.5,37.0,7.5,0.5,0.5,0.5,52.0
dummy_image_1.png,1,32.0,32.0,32.0,39.0,7.0,0.0,0.0,0.0,51.6
dummy_image_1.png,31,54.19,0.0,55.0,56.0,9.58,0.42,6.03,3.13,58.0
dummy_image_1.png,1,12.0,12.0,12.0,62.0,7.0,0.0,0.0,0.0,55.6
dummy_image_1.png,2,48.5,20.0,48.5,6.0,8.5,0.5,0.5,0.5,54.0
dummy_image_1.png,8,59.25,4.0,69.0,8.62,9.12,0.4,1.85,1.17,57.2
dummy_image_1.png,6,53.5,31.0,49.5,14.17,9.33,0.37,1.86,1.18,51.8
dummy_image_1.png,1,36.0,36.0,36.0,17.0,8.0,0.0,0.0,0.0,50.8
dummy_image_1.png,1,90.0,90.0,90.0,25.0,8.0,0.0,0.0,0.0,40.0
dummy_image_1.png,4,29.5,12.0,28.0,31.0,8.5,0.5,1.12,0.81,55.6
dummy_image_1.png,8,33.0,0.0,29.0,42.12,9.75,0.28,2.25,1.38,58.0
dummy_image_1.png,1,7.0,7.0,7.0,63.0,8.0,0.0,0.0,0.0,56.6
dummy_image_1.png,1,33.0,33.0,33.0,0.0,9.0,0.0,0.0,0.0,51.4
dummy_image_1.png,4,41.5,13.0,33.0,23.75,10.0,0.25,1.03,0.77,55.4
dummy_image_1.png,2,56.5,36.0,56.5,28.0,9.5,0.5,0.5,0.5,50.8
dummy_image_1.png,1,41.0,41.0,41.0,39.0,9.0,0.0,0.0,0.0,49.8
dummy_image_1.png,10,59.1,14.0,65.5,48.7,10.6,0.5,3.14,1.84,55.2
dummy_image_1.png,11,49.36,12.0,62.0,4.0,12.0,0.0,3.0,1.57,55.6
dummy_image_1.png,1,84.0,84.0,84.0,37.0,10.0,0.0,0.0,0.0,41.2
dummy_image_1.png,2,42.5,19.0,42.5,63.0,10.5,0.5,0.5,0.5,54.2
dummy_image_1.png,4,71.5,54.0,73.0,11.0,11.25,0.25,1.03,0.77,47.2
dummy_image_1.png,12,36.83,3.0,27.5,16.92,14.58,0.59,3.58,1.93,57.4
dummy_image_1.png,1,74.0,74.0,74.0,21.0,11.0,0.0,0.0,0.0,43.2
dummy_image_1.png,2,49.0,19.0,49.0,29.0,11.5,0.5,0.5,0.5,54.2
dummy_image_1.png,1,19.0,19.0,19.0,31.0,11.0,0.0,0.0,0.0,54.2
dummy_image_1.png,1,77.0,77.0,77.0,34.0,11.0,0.0,0.0,0.0,42.6
dummy_image_1.png,1,11.0,11.0,11.0,40.0,11.0,0.0,0.0,0.0,55.8
dummy_image_1.png,3,51.67,37.0,44.0,45.67,11.33,0.47,0.75,0.65,50.6
dummy_image_1.png,1,43.0,43.0,43.0,61.0,11.0,0.0,0.0,0.0,49.4
dummy_image_1.png,3,37.33,6.0,31.0,8.33,12.33,0.47,0.75,0.65,56.8
dummy_image_1.png,2,45.5,15.0,45.5,13.5,12.0,0.5,0.5,0.5,55.0
dummy_image_1.png,2,40.0,15.0,40.0,19.5,12.0,0.5,0.5,0.5,55.0
dummy_image_1.png,3,30.67,3.0,40.0,22.33,12.33,0.47,0.75,0.65,57.4
dummy_image_1.png,3,53.67,9.0,71.0,26.67,12.33,0.47,0.75,0.65,56.2
dummy_image_1.png,4,63.0,35.0,65.0,37.5,12.0,0.5,1.5,1.0,51.0
dummy_image_1.png,1,48.0,48.0,48.0,48.0,12.0,0.0,0.0,0.0,48.4
dummy_image_1.png,1,0.0,0.0,0.0,58.0,12.0,0.0,0.0,0.0,58.0
dummy_image_1.png,1,36.0,36.0,36.0,60.0,12.0,0.0,0.0,0.0,50.8
dummy_image_1.png,1,59.0,59.0,59.0,0.0,13.0,0.0,0.0,0.0,46.2
dummy_image_1.png,8,58.38,14.0,71.0,12.25,14.38,0.45,1.86,1.11,55.2
dummy_image_1.png,1,92.0,92.0,92.0,25.0,13.0,0.0,0.0,0.0,39.6
dummy_image_1.png,3,54.0,14.0,73.0,31.67,13.33,0.47,0.75,0.65,55.2
dummy_image_1.png,2,27.0,12.0,27.0,35.0,13.5,0.5,0.5,0.5,55.6
dummy_image_1.png,9,56.33,9.0,64.0,46.0,14.0,0.0,2.0,1.3,56.2
dummy_image_1.png,5,45.6,5.0,57.0,52.0,14.2,0.2,1.28,0.9,57.0
dummy_image_1.png,10,48.4,17.0,36.5,57.7,14.7,0.42,3.0,1.62,54.6
dummy_image_1.png,1,90.0,90.0,90.0,1.0,14.0,0.0,0.0,0.0,40.0
dummy_image_1.png,1,62.0,62.0,62.0,9.0,14.0,0.0,0.0,0.0,45.6
dummy_image_1.png,1,23.0,23.0,23.0,21.0,14.0,0.0,0.0,0.0,53.4
dummy_image_1.png,1,3.0,3.0,3.0,26.0,14.0,0.0,0.0,0.0,57.4
dummy_image_1.png,2,65.5,41.0,65.5,28.0,14.5,0.5,0.5,0.5,49.8
dummy_image_1.png,1,58.0,58.0,58.0,38.0,14.0,0.0,0.0,0.0,46.4
dummy_image_1.png,40,52.62,0.0,57.5,42.25,21.88,0.28,8.19,4.06,58.0
dummy_image_1.png,6,43.17,3.0,47.0,7.33,15.83,0.37,1.34,0.95,57.4
dummy_image_1.png,1,28.0,28.0,28.0,19.0,15.0,0.0,0.0,0.0,52.4
dummy_image_1.png,6,51.83,16.0,49.0,21.67,16.17,0.37,1.95,1.18,54.8
dummy_image_1.png,8,27.38,10.0,18.5,30.62,16.38,0.53,1.74,1.24,56.0
dummy_image_1.png,12,42.75,3.0,41.0,36.75,16.42,0.49,3.3,1.96,57.4
dummy_image_1.png,1,93.0,93.0,93.0,50.0,15.0,0.0,0.0,0.0,39.4
dummy_image_1.png,11,57.45,0.0,56.0,61.18,17.0,0.82,2.32,1.57,58.0
dummy_image_1.png,1,11.0,11.0,11.0,1.0,16.0,0.0,0.0,0.0,55.8
dummy_image_1.png,8,44.5,0.0,47.0,10.0,18.88,0.12,2.88,1.5,58.0
dummy_image_1.png,1,56.0,56.0,56.0,26.0,16.0,0.0,0.0,0.0,46.8
dummy_image_1.png,1,47.0,47.0,47.0,46.0,16.0,0.0,0.0,0.0,48.6
dummy_image_1.png,3,66.0,17.0,82.0,48.67,16.33,0.47,0.75,0.65,54.6
dummy_image_1.png,1,77.0,77.0,77.0,51.0,16.0,0.0,0.0,0.0,42.6
dummy_image_1.png,1,60.0,60.0,60.0,5.0,17.0,0.0,0.0,0.0,46.0
dummy_image_1.png,2,49.5,38.0,49.5,24.5,17.0,0.5,0.5,0.5,50.4
dummy_image_1.png,17,57.65,12.0,64.0,32.24,20.59,0.47,3.67,1.88,55.6
dummy_image_1.png,3,39.33,12.0,30.0,47.33,17.67,0.47,0.75,0.65,55.6
dummy_image_1.png,1,70.0,70.0,70.0,52.0,17.0,0.0,0.0,0.0,44.0
dummy_image_1.png,12,50.25,2.0,52.5,57.0,19.42,0.42,2.62,1.6,57.6
dummy_image_1.png,1,14.0,14.0,14.0,3.0,18.0,0.0,0.0,0.0,55.2
dummy_image_1.png,4,33.0,3.0,24.0,6.0,18.5,0.5,1.12,0.81,57.4
dummy_image_1.png,3,29.67,7.0,29.0,12.67,18.67,0.47,0.75,0.65,56.6
dummy_image_1.png,1,43.0,43.0,43.0,15.0,18.0,0.0,0.0,0.0,49.4
dummy_image_1.png,3,83.33,73.0,81.0,17.0,19.0,0.0,1.0,0.67,43.4
dummy_image_1.png,4,28.5,16.0,22.0,27.5,19.0,0.5,1.12,0.81,54.8
dummy_image_1.png,7,53.43,16.0,59.0,37.86,20.0,0.14,2.01,1.12,54.8
dummy_image_1.png,1,88.0,88.0,88.0,53.0,18.0,0.0,0.0,0.0,40.4
dummy_image_1.png,2,44.0,44.0,44.0,0.0,19.5,0.5,0.5,0.5,49.2
dummy_image_1.png,1,32.0,32.0,32.0,20.0,19.0,0.0,0.0,0.0,51.6
dummy_image_1.png,1,53.0,53.0,53.0,22.0,19.0,0.0,0.0,0.0,47.4
dummy_image_1.png,3,58.67,20.0,71.0,25.33,19.67,0.47,0.75,0.65,54.0
dummy_image_1.png,1,92.0,92.0,92.0,30.0,19.0,0.0,0.0,0.0,39.6
dummy_image_1.png,1,20.0,20.0,20.0,45.0,19.0,0.0,0.0,0.0,54.0
dummy_image_1.png,4,65.0,45.0,62.0,51.0,19.25,0.25,1.03,0.77,49.0
